sentence,roi,notoriete,obligation,source,sub_category
Notre solution permet aux personnes âgées de rester connectées avec leur famille et leurs amis même lorsqu'ils vivent loin les uns des autres en facilitant les appels vidéo et les messages instantanés,0,1,0,Synthetic,Aide_aux_personnes_agés
strengthening activities that are consistent with WFP’s environmental policy and adhere to international aviation best practices.,0,1,1,UNHAS,
En fournissant des espaces publics accessibles et adaptés à tous notre solution contribue à créer un environnement inclusif où chacun se sent bienvenu et intégré,0,1,0,Synthetic,Inclusion
En offrant un produit gratuit en accompagnement de l'achat de certains articles le commerçant peut encourager les clients à dépenser davantage pour obtenir la prime,1,0,0,Synthetic,Gratuité
L'installation de capteurs de mouvement pour l'éclairage dans un espace commercial peut réduire la consommation d'électricité en éteignant automatiquement les lumières lorsque personne n'est présent offrant ainsi un retour sur investissement grâce à des économies continues,1,0,0,Synthetic,économie_des_consommations
"ing Kousseri) three days a week, while continuing with advocacy efforts with the government for access resumption to the  Northwest and Southwest regions.",0,0,0,UNHAS,
"In order to keep abreast with the ever changing aviation industry and   promote collaboration and      networking, UNHAS ensures the   participation of the national civil   aviation authority in events such as the Global Humanitarian Aviation  Conference.",0,1,0,UNHAS,
"From the Democratic Republic of Congo,   Yemen, Somalia, to Afghanistan, and across the Sahel, UNHAS operates amidst violence and climate extremes, underpinning the humanitari- an community’s ability to support vulnerable     communities.",0,0,0,UNHAS,
Photo page 43: WFP/Tanya Birkbeck,0,0,0,UNHAS,
UN CBPF                UN CERF                  UN OCHA,0,0,0,UNHAS,
Nous garantissons une gestion transparente des données personnelles conforme aux normes légales de protection de la vie privée et de la confidentialité des informations,0,0,1,Synthetic,Protection_de_données
Grâce à notre expertise en matière de protection individuelle nous garantissons une conformité absolue avec toutes les obligations légales et réglementaires de votre secteur,0,0,1,Synthetic,Protection_Individuelle
Grâce à nos produits et solutions nos clients peuvent démontrer leur engagement envers la sécurité et la sureté ce qui renforce leur image et leur réputation auprès des autorités et des parties prenantes,0,0,1,Synthetic,Sureté
Avec ce produit les équipes de maintenance peuvent effectuer des réparations plus rapides réduisant ainsi le temps d'arrêt des machines et augmentant la production globale,1,0,0,Synthetic,éfficacité_des_interventions
"The conflict has had over 12,000 fatalities18 and displaced millions of people.",0,0,0,UNHAS,
UNHAS | Annual Review 2023 70 Date | Brochure title,0,0,0,UNHAS,
"A WFP-managed EU HAF rotary-wing aircraft was deployed to Chad from August to October 2023, to support humanitarian efforts in the east of the country, following the   spillover of the crisis in Sudan.",0,0,0,UNHAS,
En collaborant avec des artistes locaux pour intégrer des œuvres d'art dans l'espace public nous enrichissons l'expérience esthétique des résidents et offrons une source d'inspiration au quotidien,0,1,0,Synthetic,Mise_en_valeur
"ACT-SAF ICAO Assistance, Capacity-building and Training for Sustainable Aviation Fuels A-ERP Airport Emergency Response Plan AFPs Airfield Focal Points ALARP As low as reasonably practicable   (risk level)",0,0,0,UNHAS,
L'utilisation de ce produit a permis à notre équipe de gestion de projet de mieux suivre l'avancement des tâches ce qui a entraîné une réduction de 20% du temps nécessaire pour compléter nos projets,1,0,0,Synthetic,Bon_déroulement_des_projets
En mettant en place une maintenance préventive sur nos équipements de production nous avons pu réduire de moitié le nombre d'arrêts de production imprévus ce qui a considérablement augmenté notre productivité et notre rentabilité,1,0,0,Synthetic,Maintenance_préventive
"The initiative is managed at HQ, and the overall donor reporting process, including the contribution management/ financial reporting, falls under the accountability of HQ WFP Aviation Service.",0,0,0,UNHAS,
The recent diversification of the fleet allows greater adaptability and rapid intervention when sudden crises occur.,1,0,1,UNHAS,
Un réseau de restaurants mutualise ses achats de produits alimentaires auprès des fournisseurs permettant ainsi de négocier des tarifs plus avantageux pour tous les membres,1,0,0,Synthetic,Mutualiation_des_ressources
UNHAS | Annual Review 2023 40 Date | Brochure title,0,0,0,UNHAS,
Nos processus de production sont alignés avec les directives internationales en matière de responsabilité sociale des entreprises ce qui vous permet de démontrer votre engagement envers le respect des normes éthiques,0,0,1,Synthetic,Respect_des_normes_internationales
En adoptant des emballages réutilisables les entreprises peuvent réduire leurs dépenses en emballages et contribuer à la réduction des déchets plastiques ce qui attirera une clientèle soucieuse de l'environnement et améliorera la réputation de l'entreprise,1,0,0,Synthetic,élimination_des_déchets_
Une infrastructure optimisée peut permettre aux entreprises de mieux gérer et sécuriser leurs données réduisant ainsi les risques liés à la cybercriminalité,1,0,0,Synthetic,Optimisation_de_l'infrastructure
Les résidents pourront trouver plus facilement des partenaires de covoiturage des babysitters locaux et d'autres services en utilisant notre solution de communication,0,1,0,Synthetic,Communication
Les produits que nous proposons sont régulièrement mis à jour pour répondre aux normes et réglementations en constante évolution assurant ainsi que nos clients restent toujours conformes,0,0,1,Synthetic,Sécurité
En utilisant la solution d'aide à la décision une entreprise a pu optimiser ses processus opérationnels en prenant des décisions basées sur des données en temps réel ce qui a entraîné une meilleure productivité et une utilisation plus efficace des ressources,1,0,0,Synthetic,Aide_à_la_prise_de_décision
NORWAY SPAIN SWEDEN SWITZERLAND,0,0,0,UNHAS,
Nous fournissons des outils de surveillance de la conformité réglementaire et des alertes automatisées pour aider nos clients à rester en conformité avec les exigences légales,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles
En choisissant nos produits et solutions nos clients minimisent les risques de nonconformité légale liés à la sécurité et à la sureté ce qui leur permet de se concentrer sur leur activité principale en toute tranquillité d'esprit,0,0,1,Synthetic,Sureté
"The United Nations Humanitarian Air Service (UNHAS), managed by the World Food Programme (WFP), serves the entire humanitarian community.",0,0,0,UNHAS,
"Niger 12,274,658 02/08/2024 (4,992,771) Nigeria 29,001,180 30/06/2024 (14,452,705) Somalia 19,802,489 30/08/2024 (6,545,361) South Sudan 55,117,333 15/08/2024 (20,397,398) Sudan 47,260,587 22/12/2024 (574,273) Syria 5,978,770 29/05/2024 (3,515,885)",0,0,0,UNHAS,
"During the first quarter, EU HAF transported 1,700   passengers and 6 metric tons of cargo.",0,0,0,UNHAS,
Notre solution est conçue pour vous aider à respecter les normes en matière de transparence financière que ce soit pour des besoins de reporting interne ou d'audit externe,0,0,1,Synthetic,Respect_de_l'éthique_au_sens_légal
Nous avons mis en place des politiques et des procédures internes pour nous assurer que nos activités respectent les exigences légales en matière de droits de l'homme garantissant ainsi à nos clients des produits conformes,0,0,1,Synthetic,Respects_du_droit_de_l'homme_au_sens_légale
United States Agency for International Development (USAID) Bureau for   Humanitarian Assistance,0,0,0,UNHAS,
Une entreprise de logistique a mis en place la solution pour optimiser la planification des itinéraires de livraison réduisant ainsi les coûts de carburant et les émissions de CO2,1,0,0,Synthetic,Respect_des_délais_
"However, this did not mark the end of vulnerability as 850,599 people  remain displaced internally due to violence perpetrated by non-state armed groups and the devastating impact of the climate crisis13.",0,0,0,UNHAS,
Nous proposons une assistance et des outils de documentation approfondis pour vous aider à démontrer votre conformité légale à toute obligation réglementaire pertinente,0,0,1,Synthetic,Obligation
Grâce à notre plateforme de partage de compétences les citoyens peuvent offrir leurs connaissances et compétences à d'autres membres de la communauté favorisant ainsi un sentiment de solidarité et d'entraide,0,1,0,Synthetic,adhésion_citoyenne
Grâce à cette solution de marketing en ligne nous avons pu attirer de nouveaux clients et augmenter nos ventes augmentant ainsi nos revenus,1,0,0,Synthetic,Gain_d'argent
